# Spacecraft Trajectory — earth-escape (Earth-Moon-Sun)
time_h,x_km,y_km,vx_kmh,vy_kmh,speed_kmh,dist_Earth_km,dist_Moon_km,dist_Sun_km,bx_Earth_km,by_Earth_km,bx_Moon_km,by_Moon_km,bx_Sun_km,by_Sun_km
488.050000,-10955781.129,5619440.252,9304.4623,23398.5082,25180.6116,12312889.542,12651802.158,157574306.748,0.000,0.000,379561.350,0.000,29457918.066,-146684187.625
489.050000,-10922404.491,5738300.556,9313.0803,23397.5764,25182.9316,12338031.170,12675370.224,157598752.244,0.000,0.000,379671.293,0.000,28140374.407,-146942628.226
490.050000,-10887783.030,5856984.904,9321.7169,23396.6539,25185.2699,12363174.814,12698907.761,157623227.270,0.000,0.000,379780.423,0.000,26821428.724,-147189077.195
491.050000,-10851917.452,5975480.920,9330.3722,23395.7407,25187.6265,12388320.492,12722414.952,157647731.801,0.000,0.000,379888.725,0.000,25501182.632,-147423539.468
492.050000,-10814808.567,6093776.245,9339.0461,23394.8369,25190.0015,12413468.220,12745891.980,157672265.812,0.000,0.000,379996.185,0.000,24179737.352,-147646020.692
493.050000,-10776457.293,6211858.527,9347.7386,23393.9425,25192.3949,12438618.016,12769339.031,157696829.279,0.000,0.000,380102.792,0.000,22857193.708,-147856527.215
494.050000,-10736864.654,6329715.429,9356.4498,23393.0574,25194.8068,12463769.896,12792756.294,157721422.177,0.000,0.000,380208.530,0.000,21533652.130,-148055066.075
495.050000,-10696031.778,6447334.627,9365.1796,23392.1818,25197.2371,12488923.876,12816143.961,157746044.482,0.000,0.000,380313.389,0.000,20209212.654,-148241644.995
496.050000,-10653959.897,6564703.809,9373.9281,23391.3156,25199.6860,12514079.974,12839502.227,157770696.170,0.000,0.000,380417.355,-0.000,18883974.924,-148416272.367
497.050000,-10610650.350,6681810.678,9382.6954,23390.4588,25202.1534,12539238.206,12862831.288,157795377.215,0.000,0.000,380520.416,0.000,17558038.191,-148578957.246
498.050000,-10566104.578,6798642.951,9391.4813,23389.6115,25204.6394,12564398.590,12886131.344,157820087.594,0.000,0.000,380622.561,0.000,16231501.317,-148729709.340
499.050000,-10520324.126,6915188.358,9400.2859,23388.7736,25207.1440,12589561.142,12909402.597,157844827.281,0.000,0.000,380723.777,0.000,14904462.776,-148868539.002
500.050000,-10473310.643,7031434.645,9409.1092,23387.9453,25209.6672,12614725.879,12932645.251,157869596.252,0.000,0.000,380824.054,0.000,13577020.653,-148995457.220
501.050000,-10425065.881,7147369.574,9417.9512,23387.1265,25212.2092,12639892.818,12955859.514,157894394.482,0.000,0.000,380923.381,-0.000,12249272.649,-149110475.609
502.050000,-10375591.694,7262980.920,9426.8120,23386.3173,25214.7699,12665061.976,12979045.595,157919221.947,0.000,0.000,381021.746,0.000,10921316.083,-149213606.401
503.050000,-10324890.041,7378256.476,9435.6916,23385.5176,25217.3493,12690233.370,13002203.706,157944078.623,0.000,0.000,381119.140,0.000,9593247.890,-149304862.440
504.050000,-10272962.981,7493184.051,9444.5899,23384.7275,25219.9476,12715407.018,13025334.063,157968964.484,0.000,0.000,381215.553,0.000,8265164.630,-149384257.172
505.050000,-10219812.676,7607751.469,9453.5070,23383.9470,25222.5647,12740582.936,13048436.881,157993879.506,0.000,0.000,381310.973,0.000,6937162.484,-149451804.639
506.050000,-10165441.390,7721946.572,9462.4429,23383.1761,25225.2007,12765761.141,13071512.381,158018823.664,0.000,0.000,381405.393,0.000,5609337.260,-149507519.467
507.050000,-10109851.489,7835757.219,9471.3976,23382.4149,25227.8556,12790941.651,13094560.785,158043796.934,0.000,0.000,381498.803,0.000,4281784.395,-149551416.864
508.050000,-10053045.440,7949171.287,9480.3711,23381.6634,25230.5295,12816124.483,13117582.316,158068799.291,0.000,0.000,381591.194,0.000,2954598.957,-149583512.613
509.050000,-9995025.812,8062176.669,9489.3635,23380.9216,25233.2224,12841309.654,13140577.203,158093830.711,0.000,0.000,381682.557,-0.000,1627875.649,-149603823.059
510.050000,-9935795.276,8174761.278,9498.3746,23380.1895,25235.9343,12866497.181,13163545.673,158118891.168,0.000,0.000,381772.884,-0.000,301708.812,-149612365.111
511.050000,-9875356.602,8286913.045,9507.4047,23379.4671,25238.6653,12891687.082,13186487.958,158143980.638,0.000,0.000,381862.167,0.000,-1023807.576,-149609156.228
512.050000,-9813712.663,8398619.919,9516.4536,23378.7545,25241.4154,12916879.374,13209404.293,158169099.096,0.000,0.000,381950.397,0.000,-2348579.890,-149594214.417
513.050000,-9750866.431,8509869.869,9525.5213,23378.0517,25244.1846,12942074.075,13232294.913,158194246.517,0.000,0.000,382037.569,0.000,-3672514.861,-149567558.227
514.050000,-9686820.983,8620650.883,9534.6080,23377.3587,25246.9731,12967271.201,13255160.057,158219422.878,0.000,0.000,382123.674,0.000,-4995519.570,-149529206.742
515.050000,-9621579.491,8730950.968,9543.7136,23376.6755,25249.7808,12992470.770,13277999.966,158244628.152,0.000,0.000,382208.706,0.000,-6317501.443,-149479179.577
516.050000,-9555145.232,8840758.153,9552.8380,23376.0022,25252.6077,13017672.800,13300814.882,158269862.316,0.000,0.000,382292.658,0.000,-7638368.253,-149417496.871
517.050000,-9487521.582,8950060.486,9561.9815,23375.3388,25255.4540,13042877.308,13323605.052,158295125.344,0.000,0.000,382375.523,0.000,-8958028.112,-149344179.284
518.050000,-9418712.018,9058846.036,9571.1438,23374.6853,25258.3196,13068084.312,13346370.722,158320417.213,0.000,0.000,382457.297,0.000,-10276389.469,-149259247.989
519.050000,-9348720.118,9167102.893,9580.3251,23374.0418,25261.2046,13093293.830,13369112.143,158345737.896,0.000,0.000,382537.972,0.000,-11593361.106,-149162724.671
520.050000,-9277549.561,9274819.169,9589.5254,23373.4081,25264.1090,13118505.878,13391829.566,158371087.369,0.000,0.000,382617.545,0.000,-12908852.137,-149054631.522
521.050000,-9205204.124,9381982.996,9598.7447,23372.7845,25267.0330,13143720.475,13414523.246,158396465.608,0.000,0.000,382696.009,0.000,-14222772.000,-148934991.235
522.050000,-9131687.689,9488582.532,9607.9829,23372.1709,25269.9764,13168937.638,13437193.439,158421872.588,0.000,0.000,382773.360,-0.000,-15535030.461,-148803827.001
523.050000,-9057004.236,9594605.952,9617.2402,23371.5673,25272.9394,13194157.385,13459840.403,158447308.284,0.000,0.000,382849.593,0.000,-16845537.600,-148661162.506
524.050000,-8981157.846,9700041.459,9626.5165,23370.9737,25275.9220,13219379.734,13482464.401,158472772.670,0.000,0.000,382924.704,-0.000,-18154203.817,-148507021.927
525.050000,-8904152.701,9804877.277,9635.8118,23370.3903,25278.9242,13244604.703,13505065.693,158498265.723,0.000,0.000,382998.689,0.000,-19460939.824,-148341429.929
526.050000,-8825993.085,9909101.653,9645.1262,23369.8169,25281.9462,13269832.309,13527644.545,158523787.417,0.000,0.000,383071.545,0.000,-20765656.643,-148164411.660
527.050000,-8746683.382,10012702.861,9654.4596,23369.2537,25284.9878,13295062.571,13550201.225,158549337.728,0.000,0.000,383143.268,0.000,-22068265.599,-147975992.752
528.050000,-8666228.078,10115669.195,9663.8121,23368.7006,25288.0492,13320295.506,13572736.001,158574916.631,0.000,0.000,383213.856,0.000,-23368678.322,-147776199.315
529.050000,-8584631.759,10217988.977,9673.1837,23368.1578,25291.1305,13345531.132,13595249.145,158600524.100,0.000,0.000,383283.304,0.000,-24666806.740,-147565057.935
530.050000,-8501899.115,10319650.555,9682.5744,23367.6251,25294.2316,13370769.467,13617740.930,158626160.112,0.000,0.000,383351.611,0.000,-25962563.077,-147342595.674
531.050000,-8418034.934,10420642.300,9691.9843,23367.1027,25297.3526,13396010.529,13640211.631,158651824.641,0.000,0.000,383418.775,-0.000,-27255859.850,-147108840.065
532.050000,-8333044.109,10520952.612,9701.4132,23366.5905,25300.4935,13421254.337,13662661.525,158677517.661,0.000,0.000,383484.793,0.000,-28546609.861,-146863819.113
533.050000,-8246931.633,10620569.915,9710.8613,23366.0886,25303.6544,13446500.908,13685090.892,158703239.150,0.000,0.000,383549.664,-0.000,-29834726.203,-146607561.290
534.050000,-8159702.601,10719482.662,9720.3286,23365.5971,25306.8353,13471750.261,13707500.013,158728989.081,0.000,0.000,383613.387,0.000,-31120122.247,-146340095.537
535.050000,-8071362.212,10817679.334,9729.8150,23365.1159,25310.0364,13497002.413,13729889.172,158754767.429,0.000,0.000,383675.960,0.000,-32402711.645,-146061451.261
536.050000,-7981915.766,10915148.439,9739.3206,23364.6450,25313.2575,13522257.383,13752258.653,158780574.170,0.000,0.000,383737.383,-0.000,-33682408.325,-145771658.332
537.050000,-7891368.666,11011878.513,9748.8454,23364.1846,25316.4988,13547515.190,13774608.743,158806409.279,0.000,0.000,383797.655,0.000,-34959126.487,-145470747.086
538.050000,-7799726.418,11107858.124,9758.3895,23363.7346,25319.7603,13572775.851,13796939.733,158832272.730,0.000,0.000,383856.775,0.000,-36232780.603,-145158748.323
539.050000,-7706994.631,11203075.867,9767.9527,23363.2951,25323.0420,13598039.385,13819251.912,158858164.500,0.000,0.000,383914.745,0.000,-37503285.410,-144835693.303
540.050000,-7613179.016,11297520.368,9777.5352,23362.8660,25326.3441,13623305.810,13841545.573,158884084.562,0.000,0.000,383971.563,0.000,-38770555.909,-144501613.751
541.050000,-7518285.391,11391180.284,9787.1370,23362.4474,25329.6664,13648575.145,13863821.011,158910032.893,0.000,0.000,384027.230,0.000,-40034507.365,-144156541.854
542.050000,-7422319.673,11484044.305,9796.7580,23362.0394,25333.0092,13673847.408,13886078.524,158936009.466,0.000,0.000,384081.748,0.000,-41295055.300,-143800510.259
543.050000,-7325287.888,11576101.151,9806.3984,23361.6420,25336.3724,13699122.618,13908318.408,158962014.258,0.000,0.000,384135.117,0.000,-42552115.492,-143433552.077
544.050000,-7227196.162,11667339.575,9816.0580,23361.2552,25339.7561,13724400.793,13930540.964,158988047.242,0.000,0.000,384187.339,0.000,-43805603.973,-143055700.881
545.050000,-7128050.728,11757748.364,9825.7369,23360.8789,25343.1602,13749681.951,13952746.495,159014108.395,0.000,0.000,384238.415,0.000,-45055437.027,-142666990.707
546.050000,-7027857.922,11847316.339,9835.4352,23360.5134,25346.5850,13774966.113,13974935.304,159040197.691,0.000,0.000,384288.347,0.000,-46301531.187,-142267456.055
547.050000,-6926624.187,11936032.354,9845.1528,23360.1585,25350.0304,13800253.295,13997107.696,159066315.105,0.000,0.000,384337.137,-0.000,-47543803.231,-141857131.888
548.050000,-6824356.071,12023885.302,9854.8898,23359.8144,25353.4964,13825543.517,14019263.979,159092460.612,0.000,0.000,384384.787,-0.000,-48782170.185,-141436053.635
549.050000,-6721060.225,12110864.108,9864.6461,23359.4809,25356.9831,13850836.797,14041404.461,159118634.188,0.000,0.000,384431.299,0.000,-50016549.315,-141004257.191
550.050000,-6616743.409,12196957.735,9874.4218,23359.1583,25360.4906,13876133.155,14063529.454,159144835.806,0.000,0.000,384476.678,0.000,-51246858.130,-140561778.918
551.050000,-6511412.488,12282155.186,9884.2170,23358.8465,25364.0189,13901432.609,14085639.270,159171065.443,0.000,0.000,384520.925,-0.000,-52473014.376,-140108655.646
552.050000,-6405074.431,12366445.498,9894.0315,23358.5455,25367.5680,13926735.178,14107734.222,159197323.072,0.000,0.000,384564.044,-0.000,-53694936.039,-139644924.677
553.050000,-6297736.318,12449817.751,9903.8655,23358.2553,25371.1380,13952040.881,14129814.627,159223608.670,0.000,0.000,384606.039,0.000,-54912541.340,-139170623.782
554.050000,-6189405.332,12532261.062,9913.7189,23357.9761,25374.7290,13977349.737,14151880.802,159249922.211,0.000,0.000,384646.913,0.000,-56125748.735,-138685791.207
555.050000,-6080088.766,12613764.589,9923.5918,23357.7078,25378.3409,14002661.765,14173933.066,159276263.670,0.000,0.000,384686.670,-0.000,-57334476.913,-138190465.670
556.050000,-5969794.018,12694317.534,9933.4841,23357.4504,25381.9739,14027976.984,14195971.739,159302633.021,0.000,0.000,384725.315,0.000,-58538644.796,-137684686.370
557.050000,-5858528.595,12773909.138,9943.3960,23357.2041,25385.6279,14053295.413,14217997.143,159329030.241,0.000,0.000,384762.851,0.000,-59738171.539,-137168492.982
558.050000,-5746300.112,12852528.688,9953.3273,23356.9687,25389.3031,14078617.072,14240009.603,159355455.303,0.000,0.000,384799.284,0.000,-60932976.525,-136641925.662
559.050000,-5633116.292,12930165.512,9963.2782,23356.7444,25392.9995,14103941.978,14262009.442,159381908.183,0.000,0.000,384834.619,0.000,-62122979.368,-136105025.050
560.050000,-5518984.967,13006808.985,9973.2486,23356.5312,25396.7171,14129270.153,14283996.989,159408388.856,0.000,0.000,384868.860,0.000,-63308099.913,-135557832.270
561.050000,-5403914.076,13082448.529,9983.2385,23356.3291,25400.4559,14154601.614,14305972.572,159434897.296,0.000,0.000,384902.013,0.000,-64488258.233,-135000388.936
562.050000,-5287911.669,13157073.609,9993.2481,23356.1382,25404.2161,14179936.381,14327936.519,159461433.479,0.000,0.000,384934.084,0.000,-65663374.629,-134432737.149
563.050000,-5170985.904,13230673.742,10003.2771,23355.9584,25407.9977,14205274.474,14349889.162,159487997.379,0.000,0.000,384965.077,-0.000,-66833369.632,-133854919.505
564.050000,-5053145.048,13303238.491,10013.3258,23355.7898,25411.8007,14230615.912,14371830.835,159514588.972,0.000,0.000,384995.000,0.000,-67998164.003,-133266979.096
565.050000,-4934397.480,13374757.471,10023.3941,23355.6325,25415.6251,14255960.715,14393761.870,159541208.231,0.000,0.000,385023.858,0.000,-69157678.728,-132668959.510
566.050000,-4814751.687,13445220.345,10033.4820,23355.4865,25419.4711,14281308.901,14415682.604,159567855.133,0.000,0.000,385051.658,0.000,-70311835.028,-132060904.837
567.050000,-4694216.266,13514616.829,10043.5896,23355.3517,25423.3386,14306660.491,14437593.373,159594529.651,0.000,0.000,385078.406,0.000,-71460554.351,-131442859.671
568.050000,-4572799.924,13582936.694,10053.7168,23355.2283,25427.2278,14332015.503,14459494.515,159621231.762,0.000,0.000,385104.108,-0.000,-72603758.374,-130814869.112
569.050000,-4450511.481,13650169.763,10063.8637,23355.1163,25431.1386,14357373.959,14481386.370,159647961.439,0.000,0.000,385128.773,0.000,-73741369.009,-130176978.769
570.050000,-4327359.865,13716305.913,10074.0303,23355.0157,25435.0712,14382735.876,14503269.280,159674718.658,0.000,0.000,385152.406,0.000,-74873308.399,-129529234.764
571.050000,-4203354.116,13781335.079,10084.2165,23354.9265,25439.0255,14408101.276,14525143.585,159701503.393,0.000,0.000,385175.016,0.000,-75999498.922,-128871683.736
572.050000,-4078503.385,13845247.253,10094.4225,23354.8488,25443.0016,14433470.178,14547009.629,159728315.619,0.000,0.000,385196.609,-0.000,-77119863.188,-128204372.840
573.050000,-3952816.935,13908032.486,10104.6482,23354.7827,25446.9996,14458842.601,14568867.758,159755155.312,0.000,0.000,385217.194,0.000,-78234324.047,-127527349.756
574.050000,-3826304.139,13969680.887,10114.8937,23354.7280,25451.0195,14484218.565,14590718.316,159782022.445,0.000,0.000,385236.778,0.000,-79342804.586,-126840662.685
575.050000,-3698974.481,14030182.628,10125.1589,23354.6849,25455.0614,14509598.091,14612561.652,159808916.995,0.000,0.000,385255.369,0.000,-80445228.131,-126144360.359
576.050000,-3570837.559,14089527.940,10135.4439,23354.6535,25459.1253,14534981.199,14634398.113,159835838.935,0.000,0.000,385272.976,0.000,-81541518.253,-125438492.041
577.050000,-3441903.081,14147707.121,10145.7487,23354.6337,25463.2113,14560367.907,14656228.050,159862788.240,0.000,0.000,385289.606,0.000,-82631598.766,-124723107.528
578.050000,-3312180.867,14204710.531,10156.0733,23354.6255,25467.3194,14585758.237,14678051.812,159889764.886,0.000,0.000,385305.268,0.000,-83715393.728,-123998257.153
579.050000,-3181680.848,14260528.597,10166.4177,23354.6291,25471.4497,14611152.209,14699869.751,159916768.847,0.000,0.000,385319.971,-0.000,-84792827.450,-123263991.794
580.050000,-3050413.070,14315151.811,10176.7819,23354.6445,25475.6022,14636549.842,14721682.221,159943800.097,0.000,0.000,385333.723,0.000,-85863824.494,-122520362.869
581.050000,-2918387.687,14368570.737,10187.1660,23354.6716,25479.7770,14661951.157,14743489.575,159970858.613,0.000,0.000,385346.534,0.000,-86928309.676,-121767422.346
582.050000,-2785614.968,14420776.006,10197.5700,23354.7105,25483.9741,14687356.174,14765292.168,159997944.368,0.000,0.000,385358.413,-0.000,-87986208.069,-121005222.743
583.050000,-2652105.293,14471758.321,10207.9939,23354.7613,25488.1936,14712764.913,14787090.357,160025057.338,0.000,0.000,385369.368,0.000,-89037445.009,-120233817.132
584.050000,-2517869.153,14521508.456,10218.4376,23354.8240,25492.4356,14738177.395,14808884.497,160052197.496,0.000,0.000,385379.409,0.000,-90081946.095,-119453259.141
585.050000,-2382917.153,14570017.261,10228.9013,23354.8986,25496.7000,14763593.639,14830674.949,160079364.819,0.000,0.000,385388.546,0.000,-91119637.195,-118663602.959
586.050000,-2247260.007,14617275.660,10239.3849,23354.9852,25500.9870,14789013.668,14852462.069,160106559.280,0.000,0.000,385396.787,0.000,-92150444.446,-117864903.339
587.050000,-2110908.544,14663274.653,10249.8885,23355.0838,25505.2966,14814437.500,14874246.219,160133780.855,0.000,0.000,385404.144,0.000,-93174294.263,-117057215.600
588.050000,-1973873.704,14708005.319,10260.4120,23355.1945,25509.6288,14839865.157,14896027.759,160161029.519,0.000,0.000,385410.625,0.000,-94191113.340,-116240595.629
589.050000,-1836166.537,14751458.815,10270.9555,23355.3172,25513.9837,14865296.658,14917807.051,160188305.245,0.000,0.000,385416.241,0.000,-95200828.654,-115415099.889
590.050000,-1697798.205,14793626.381,10281.5190,23355.4520,25518.3614,14890732.025,14939584.458,160215608.009,0.000,0.000,385421.002,0.000,-96203367.471,-114580785.414
591.050000,-1558779.983,14834499.337,10292.1025,23355.5989,25522.7619,14916171.279,14961360.342,160242937.786,0.000,0.000,385424.918,0.000,-97198657.348,-113737709.821
592.050000,-1419123.256,14874069.088,10302.7060,23355.7581,25527.1853,14941614.440,14983135.068,160270294.550,0.000,0.000,385427.998,-0.000,-98186626.140,-112885931.306
593.050000,-1278839.520,14912327.125,10313.3296,23355.9295,25531.6315,14967061.528,15004909.002,160297678.276,0.000,0.000,385430.254,0.000,-99167202.005,-112025508.649
594.050000,-1137940.382,14949265.022,10323.9732,23356.1131,25536.1008,14992512.565,15026682.508,160325088.940,0.000,0.000,385431.697,-0.000,-100140313.407,-111156501.218
595.050000,-996437.560,14984874.447,10334.6369,23356.3091,25540.5930,15017967.572,15048455.954,160352526.515,0.000,0.000,385432.335,-0.000,-101105889.123,-110278968.969
596.050000,-854342.881,15019147.152,10345.3207,23356.5173,25545.1084,15043426.569,15070229.706,160379990.976,0.000,0.000,385432.181,0.000,-102063858.247,-109392972.453
597.050000,-711668.282,15052074.985,10356.0246,23356.7380,25549.6469,15068889.578,15092004.132,160407482.298,0.000,0.000,385431.245,0.000,-103014150.197,-108498572.813
598.050000,-568425.812,15083649.884,10366.7486,23356.9711,25554.2086,15094356.619,15113779.602,160435000.457,0.000,0.000,385429.538,0.000,-103956694.718,-107595831.792
599.050000,-424627.627,15113863.883,10377.4928,23357.2166,25558.7935,15119827.713,15135556.484,160462545.426,0.000,0.000,385427.070,0.000,-104891421.892,-106684811.729
