# Spacecraft Trajectory — mars-approach (Mars-Phobos)
time_h,x_km,y_km,vx_kmh,vy_kmh,speed_kmh,dist_Mars_km,dist_Phobos_km,bx_Mars_km,by_Mars_km,bx_Phobos_km,by_Phobos_km
17.402000,2691.759,-3005.218,-8656.3577,8577.4137,12186.2445,4034.464,7330.691,0.000,-0.000,9378.139,0.000
17.442000,2970.901,-2789.577,-9463.7398,7495.7037,12072.6114,4075.291,6988.220,0.000,-0.000,9378.200,0.000
17.482000,3228.993,-2557.972,-10124.2326,6350.5732,11951.1450,4119.419,6660.084,0.000,-0.000,9378.261,0.000
17.522000,3465.235,-2312.843,-10636.9091,5163.4321,11823.9108,4166.185,6349.317,0.000,-0.000,9378.321,0.000
17.562000,3679.151,-2056.563,-11004.0195,3954.1171,11692.8819,4214.926,6058.933,0.000,-0.000,9378.381,0.000
17.602000,3870.547,-1791.391,-11230.3547,2740.5162,11559.9004,4264.999,5791.888,0.000,-0.000,9378.440,0.000
17.642000,4039.465,-1519.446,-11322.6239,1538.3771,11426.6537,4315.784,5551.036,0.000,-0.000,9378.498,0.000
17.682000,4186.139,-1242.686,-11288.8832,361.2647,11294.6623,4366.695,5339.051,0.000,-0.000,9378.556,0.000
17.722000,4310.959,-962.895,-11138.0428,-779.3680,11165.2771,4417.187,5158.322,0.000,-0.000,9378.613,0.000
17.762000,4414.428,-681.688,-10879.4592,-1874.0329,11039.6844,4466.752,5010.828,0.000,-0.000,9378.670,0.000
17.802000,4497.128,-400.507,-10522.6144,-2915.0125,10918.9153,4514.928,4897.999,0.000,-0.000,9378.725,-0.000
17.842000,4559.697,-120.637,-10076.8747,-3896.1440,10803.8577,4561.293,4820.592,0.000,-0.000,9378.780,0.000
17.882000,4602.799,156.784,-9551.3202,-4812.5983,10695.2710,4605.469,4778.607,0.000,-0.000,9378.833,0.000
17.922000,4627.108,430.757,-8954.6319,-5660.6676,10593.7996,4647.115,4771.262,0.000,-0.000,9378.886,0.000
17.962000,4633.292,700.398,-8295.0259,-6437.5679,10499.9874,4685.932,4797.051,0.000,-0.000,9378.937,0.000
18.002000,4622.003,964.932,-7580.2254,-7141.2620,10414.2902,4721.653,4853.864,0.000,-0.000,9378.988,0.000
18.042000,4593.864,1223.671,-6817.4596,-7770.3044,10337.0878,4754.046,4939.155,0.000,-0.000,9379.037,0.000
18.082000,4549.468,1476.005,-6013.4837,-8323.7066,10268.6941,4782.912,5050.128,0.000,-0.000,9379.085,-0.000
18.122000,4489.371,1721.387,-5174.6142,-8800.8253,10209.3662,4808.079,5183.911,0.000,-0.000,9379.131,0.000
18.162000,4414.093,1959.319,-4306.7730,-9201.2676,10159.3119,4829.405,5337.695,0.000,-0.000,9379.176,-0.000
18.202000,4324.114,2189.341,-3415.5401,-9524.8149,10118.6962,4846.770,5508.839,0.000,-0.000,9379.220,0.000
18.242000,4219.880,2411.021,-2506.2094,-9771.3621,10087.6461,4860.083,5694.932,0.000,-0.000,9379.263,0.000
18.282000,4101.799,2623.941,-1583.8479,-9940.8708,10066.2548,4869.273,5893.821,0.000,-0.000,9379.304,0.000
18.322000,3970.249,2827.695,-653.3561,-10033.3343,10054.5846,4874.293,6103.619,0.000,-0.000,9379.343,0.000
18.362000,3825.580,3021.872,280.4703,-10048.7555,10052.6689,4875.118,6322.691,0.000,-0.000,9379.381,0.000
18.402000,3668.119,3206.053,1212.8789,-9987.1340,10060.5129,4871.743,6549.633,0.000,-0.000,9379.417,0.000
18.442000,3498.176,3379.801,2139.0985,-9848.4642,10078.0946,4864.185,6783.248,0.000,-0.000,9379.452,0.000
18.482000,3316.049,3542.656,3054.2769,-9632.7438,10105.3630,4852.483,7022.511,0.000,-0.000,9379.484,0.000
18.522000,3122.031,3694.126,3953.4199,-9339.9921,10142.2375,4836.698,7266.545,0.000,-0.000,9379.515,-0.000
18.562000,2916.421,3833.686,4831.3296,-8970.2798,10188.6047,4816.914,7514.593,0.000,-0.000,9379.545,-0.000
18.602000,2699.530,3960.768,5682.5453,-8523.7709,10244.3151,4793.240,7765.994,0.000,-0.000,9379.572,0.000
18.642000,2471.689,4074.760,6501.2853,-8000.7779,10309.1783,4765.807,8020.154,0.000,-0.000,9379.598,0.000
18.682000,2233.267,4174.999,7281.3936,-7401.8318,10382.9575,4734.775,8276.533,0.000,-0.000,9379.622,0.000
18.722000,1984.676,4260.775,8016.2914,-6727.7688,10465.3620,4700.335,8534.621,0.000,-0.000,9379.644,-0.000
18.762000,1726.390,4331.325,8698.9380,-5979.8359,10556.0390,4662.703,8793.917,0.000,-0.000,9379.664,0.000
18.802000,1458.955,4385.837,9321.8042,-5159.8157,10654.5639,4622.133,9053.921,0.000,-0.000,9379.682,0.000
18.842000,1183.008,4423.452,9876.8641,-4270.1740,10760.4289,4578.912,9314.111,0.000,-0.000,9379.698,-0.000
18.882000,899.294,4443.270,10355.6114,-3314.2282,10873.0306,4533.363,9573.931,0.000,-0.000,9379.713,0.000
18.922000,608.683,4444.362,10749.1093,-2296.3367,10991.6565,4485.850,9832.779,0.000,-0.000,9379.725,0.000
18.962000,312.188,4425.781,11048.0833,-1222.1068,11115.4708,4436.778,10089.992,0.000,-0.000,9379.735,0.000
19.002000,10.984,4386.578,11243.0676,-98.6134,11243.5000,4386.592,10344.841,0.000,-0.000,9379.744,0.000
19.042000,-293.577,4325.832,11324.6170,1065.3814,11374.6204,4335.782,10596.513,0.000,-0.000,9379.750,0.000
19.082000,-599.950,4242.671,11283.5959,2259.2224,11507.5463,4284.880,10844.111,0.000,-0.000,9379.754,-0.000
19.122000,-906.387,4136.312,11111.5501,3470.1926,11640.8240,4234.456,11086.651,0.000,-0.000,9379.757,0.000
19.162000,-1210.934,4006.100,10801.1684,4683.4076,11772.8308,4185.116,11323.054,-0.000,0.000,9379.757,-0.000
19.202000,-1511.433,3851.552,10346.8236,5881.8094,11901.7831,4137.497,11552.161,-0.000,0.000,9379.755,0.000
19.242000,-1805.538,3672.407,9745.1798,7046.2944,12025.7554,4092.254,11772.734,-0.000,0.000,9379.751,-0.000
19.282000,-2090.737,3468.680,8995.8291,8156.0127,12142.7132,4050.053,11983.477,-0.000,0.000,9379.745,0.000
19.322000,-2364.396,3240.706,8101.9083,9188.8682,12250.5598,4011.551,12183.056,-0.000,0.000,9379.738,0.000
19.362000,-2623.809,2989.184,7070.6280,10122.2310,12347.1997,3977.386,12370.130,-0.000,0.000,9379.728,-0.000
19.402000,-2866.268,2715.214,5913.6348,10933.8511,12430.6145,3948.149,12543.385,-0.000,0.000,9379.716,0.000
19.442000,-3089.142,2420.310,4647.1270,11602.9288,12498.9498,3924.373,12701.574,-0.000,0.000,9379.702,0.000
19.482000,-3289.960,2106.402,3291.6574,12111.2627,12550.6053,3906.503,12843.554,-0.000,0.000,9379.687,0.000
19.522000,-3466.504,1775.812,1871.5859,12444.3682,12584.3210,3894.888,12968.333,-0.000,0.000,9379.669,0.000
19.562000,-3616.885,1431.207,414.1900,12592.4406,12599.2505,3889.757,13075.101,-0.000,0.000,9379.649,0.000
19.602000,-3739.621,1075.534,-1051.5084,12551.0430,12595.0129,3891.213,13163.262,-0.000,0.000,9379.628,0.000
19.642000,-3833.681,711.936,-2496.0945,12321.4275,12571.7168,3899.226,13232.451,-0.000,0.000,9379.604,0.000
19.682000,-3898.520,343.655,-3891.1525,11910.4433,12529.9532,3913.637,13282.545,-0.000,0.000,9379.579,0.000
19.722000,-3934.076,-26.064,-5210.5546,11330.0461,12470.7588,3934.162,13313.653,-0.000,0.000,9379.552,0.000
19.762000,-3940.755,-394.066,-6431.5197,10596.4762,12395.5538,3960.409,13326.106,-0.000,0.000,9379.523,0.000
19.802000,-3919.385,-757.370,-7535.3572,9729.2111,12306.0618,3991.891,13320.426,-0.000,0.000,9379.492,0.000
19.842000,-3871.157,-1113.236,-8507.8581,8749.8200,12204.2205,4028.046,13297.299,-0.000,0.000,9379.460,0.000
19.882000,-3797.558,-1459.212,-9339.3486,7680.8381,12092.0927,4068.260,13257.533,-0.000,0.000,9379.426,0.000
19.922000,-3700.294,-1793.163,-10024.4571,6544.7572,11971.7830,4111.886,13202.029,-0.000,0.000,9379.390,-0.000
19.962000,-3581.225,-2113.280,-10561.6685,5363.1977,11845.3675,4158.259,13131.737,-0.000,0.000,9379.353,0.000
20.002000,-3442.292,-2418.078,-10952.7476,4156.2890,11714.8375,4206.718,13047.631,-0.000,0.000,9379.314,0.000
20.042000,-3285.464,-2706.378,-11202.1067,2942.2612,11582.0592,4256.613,12950.678,-0.000,0.000,9379.273,0.000
20.082000,-3112.688,-2977.279,-11316.1765,1737.2243,11448.7466,4307.321,12841.816,-0.000,0.000,9379.231,0.000
20.122000,-2925.851,-3230.131,-11302.8255,555.1039,11316.4484,4358.251,12721.939,-0.000,0.000,9379.188,0.000
20.162000,-2726.753,-3464.500,-11170.8520,-592.3042,11186.5436,4408.848,12591.881,-0.000,0.000,9379.143,-0.000
20.202000,-2517.088,-3680.134,-10929.5623,-1695.1975,11060.2453,4458.600,12452.413,-0.000,0.000,9379.097,0.000
20.242000,-2298.433,-3876.930,-10588.4359,-2745.5785,10938.6094,4507.037,12304.234,-0.000,0.000,9379.049,-0.000
20.282000,-2072.241,-4054.908,-10156.8718,-3737.0411,10822.5468,4553.731,12147.971,-0.000,0.000,9379.000,0.000
20.322000,-1839.844,-4214.177,-9644.0066,-4664.5492,10712.8373,4598.295,11984.182,-0.000,0.000,9378.950,0.000
20.362000,-1602.453,-4354.917,-9058.5931,-5524.2224,10610.1433,4640.383,11813.357,-0.000,0.000,9378.899,0.000
20.402000,-1361.170,-4477.355,-8408.9275,-6313.1357,10515.0246,4679.690,11635.921,-0.000,0.000,9378.847,-0.000
20.442000,-1116.989,-4581.751,-7702.8153,-7029.1390,10427.9508,4715.942,11452.244,-0.000,0.000,9378.793,-0.000
20.482000,-870.811,-4668.380,-6947.5669,-7670.6977,10349.3135,4748.903,11262.639,-0.000,0.000,9378.739,0.000
20.522000,-623.452,-4737.521,-6150.0143,-8236.7557,10279.4368,4778.368,11067.377,-0.000,0.000,9378.684,0.000
20.562000,-375.656,-4789.451,-5316.5437,-8726.6190,10218.5868,4804.160,10866.687,-0.000,0.000,9378.628,0.000
20.602000,-128.101,-4824.432,-4453.1394,-9139.8585,10166.9791,4826.133,10660.767,-0.000,0.000,9378.571,0.000
20.642000,118.585,-4842.712,-3565.4342,-9476.2311,10124.7852,4844.163,10449.791,-0.000,0.000,9378.513,0.000
20.682000,363.815,-4844.513,-2658.7656,-9735.6162,10092.1384,4858.155,10233.916,-0.000,0.000,9378.455,0.000
20.722000,607.038,-4830.037,-1738.2340,-9917.9667,10069.1370,4868.034,10013.290,-0.000,0.000,9378.396,-0.000
20.762000,847.719,-4799.459,-808.7634,-10023.2724,10055.8485,4873.750,9788.066,-0.000,0.000,9378.336,0.000
20.802000,1085.340,-4752.927,124.8373,-10051.5356,10052.3108,4875.272,9558.405,-0.000,0.000,9378.276,0.000
20.842000,1319.383,-4690.565,1057.8129,-10002.7564,10058.5339,4872.594,9324.494,-0.000,0.000,9378.216,0.000
20.882000,1549.324,-4612.474,1985.3995,-9876.9299,10074.5002,4865.729,9086.557,-0.000,0.000,9378.155,0.000
20.922000,1774.623,-4518.732,2902.7628,-9674.0518,10100.1638,4854.712,8844.869,-0.000,0.000,9378.094,0.000
20.962000,1994.719,-4409.403,3804.9362,-9394.1359,10135.4491,4839.601,8599.776,-0.000,0.000,9378.032,0.000
21.002000,2209.014,-4284.534,4686.7601,-9037.2416,10180.2483,4820.475,8351.717,-0.000,0.000,9377.971,-0.000
21.042000,2416.871,-4144.170,5542.8213,-8603.5137,10234.4182,4797.438,8101.247,-0.000,0.000,9377.909,0.000
21.082000,2617.604,-3988.353,6367.3954,-8093.2354,10297.7757,4770.619,7849.067,0.000,0.000,9377.848,-0.000
21.122000,2810.469,-3817.133,7154.3921,-7506.8955,10370.0919,4740.173,7596.062,0.000,0.000,9377.786,0.000
21.162000,2994.660,-3630.582,7897.3059,-6845.2725,10451.0859,4706.285,7343.339,0.000,0.000,9377.725,0.000
21.202000,3169.300,-3428.799,8589.1748,-6109.5367,10540.4157,4669.167,7092.280,0.000,0.000,9377.663,0.000
21.242000,3333.434,-3211.927,9222.5521,-5301.3718,10637.6694,4629.067,6844.593,0.000,0.000,9377.602,0.000
21.282000,3486.029,-2980.171,9789.4937,-4423.1186,10742.3538,4586.264,6602.373,0.000,0.000,9377.541,0.000
21.322000,3625.972,-2733.811,10281.5707,-3477.9400,10853.8824,4541.078,6368.169,0.000,0.000,9377.481,-0.000
21.362000,3752.065,-2473.223,10689.9125,-2470.0072,10971.5617,4493.865,6145.036,0.000,0.000,9377.421,0.000
21.402000,3863.035,-2198.903,11005.2920,-1404.7045,11094.5774,4445.021,5936.579,0.000,0.000,9377.361,0.000
21.442000,3957.540,-1911.490,11218.2619,-288.8472,11221.9799,4394.988,5746.966,0.000,0.000,9377.302,0.000
21.482000,4034.180,-1611.789,11319.3556,869.0982,11352.6712,4344.246,5580.877,0.000,0.000,9377.244,0.000
21.522000,4091.519,-1300.797,11299.3620,2058.8045,11485.3932,4293.321,5443.376,0.000,0.000,9377.186,-0.000
21.562000,4128.109,-979.728,11149.6838,3267.9069,11618.7204,4242.776,5339.671,0.000,0.000,9377.129,0.000
21.602000,4142.522,-650.033,10862.7834,4481.8853,11751.0577,4193.213,5274.758,0.000,0.000,9377.073,0.000
21.642000,4133.397,-313.421,10432.7127,5684.0382,11880.6475,4145.263,5252.980,0.000,0.000,9377.018,0.000
21.682000,4099.482,28.137,9855.7104,6855.5863,12005.5858,4099.579,5277.556,0.000,0.000,9376.964,0.000
21.722000,4039.697,372.406,9130.8371,7975.9411,12123.8534,4056.826,5350.190,0.000,0.000,9376.910,0.000
21.762000,3953.188,716.895,8260.5997,9023.1697,12233.3601,4017.665,5470.844,0.000,0.000,9376.858,0.000
21.802000,3839.393,1058.893,7251.5004,9974.6724,12332.0050,3982.737,5637.748,0.000,0.000,9376.807,-0.000
21.842000,3698.100,1395.506,6114.4320,10808.0650,12417.7513,3952.642,5847.613,0.000,0.000,9376.757,0.000
21.882000,3529.500,1723.725,4864.8402,11502.2274,12488.7111,3927.925,6095.988,0.000,0.000,9376.708,0.000
21.922000,3334.221,2040.496,3522.5818,12038.4457,12543.2356,3909.047,6377.672,0.000,0.000,9376.660,0.000
21.962000,3113.353,2342.811,2111.4363,12401.5445,12580.0027,3896.374,6687.092,0.000,0.000,9376.614,0.000
22.002000,2868.441,2627.803,658.2705,12580.8836,12598.0932,3890.155,7018.623,0.000,0.000,9376.569,0.000
22.042000,2601.462,2892.836,-808.0933,12571.1002,12597.0462,3890.514,7366.817,0.000,0.000,9376.526,0.000
22.082000,2314.769,3135.590,-2258.2083,12372.4947,12576.8887,3897.446,7726.560,0.000,0.000,9376.484,0.000
22.122000,2011.027,3354.132,-3663.3988,11991.0089,12538.1332,3910.810,8093.180,0.000,0.000,9376.443,0.000
22.162000,1693.120,3546.963,-4997.0754,11437.7981,12481.7462,3930.344,8462.493,0.000,0.000,9376.404,0.000
22.202000,1364.066,3713.039,-6235.8397,10728.4575,12409.0893,3955.671,8830.834,0.000,0.000,9376.367,0.000
22.242000,1026.915,3851.778,-7360.2836,9882.0042,12321.8416,3986.320,9195.049,0.000,0.000,9376.331,0.000
22.282000,684.670,3963.032,-8355.4403,8919.7392,12221.9118,4021.740,9552.487,0.000,0.000,9376.297,0.000
22.322000,340.205,4047.050,-9210.8908,7864.1105,12111.3477,4061.324,9900.959,0.000,0.000,9376.264,-0.000
22.362000,-3.788,4104.427,-9920.5737,6737.6797,11992.2521,4104.429,10238.708,0.000,0.000,9376.234,0.000
22.402000,-344.847,4136.041,-10482.3696,5562.2606,11866.7104,4150.392,10564.359,0.000,0.000,9376.205,-0.000
22.442000,-680.762,4142.991,-10897.5405,4358.2644,11736.7311,4198.549,10876.875,0.000,0.000,9376.178,0.000
22.482000,-1009.589,4126.543,-11170.1022,3144.2567,11604.2033,4248.250,11175.508,0.000,0.000,9376.153,-0.000
22.522000,-1329.649,4088.064,-11306.1915,1936.7083,11470.8677,4298.864,11459.754,0.000,0.000,9376.129,0.000
22.562000,-1639.515,4028.985,-11313.4745,749.9071,11338.3009,4349.797,11729.308,0.000,0.000,9376.108,0.000
22.602000,-1937.996,3950.753,-11200.6261,-404.0044,11207.9100,4400.486,11984.028,0.000,0.000,9376.088,0.000
22.642000,-2224.116,3854.799,-10976.8934,-1514.9043,11080.9351,4450.412,12223.903,0.000,0.000,9376.070,0.000
22.682000,-2497.088,3742.518,-10651.7462,-2574.5090,10958.4576,4499.098,12449.014,0.000,0.000,9376.055,0.000
22.722000,-2756.289,3615.243,-10234.6112,-3576.1628,10841.4116,4546.109,12659.518,0.000,0.000,9376.041,0.000
22.762000,-3001.236,3474.240,-9734.6782,-4514.6169,10730.5976,4591.052,12855.622,0.000,0.000,9376.029,0.000
22.802000,-3231.563,3320.695,-9160.7697,-5385.8127,10626.6966,4633.575,13037.567,0.000,0.000,9376.019,-0.000
22.842000,-3446.998,3155.714,-8521.2610,-6186.6792,10530.2843,4673.363,13205.608,0.000,0.000,9376.011,0.000
22.882000,-3647.344,2980.319,-7824.0401,-6914.9488,10441.8447,4710.140,13360.012,0.000,0.000,9376.006,0.000
22.922000,-3832.462,2795.457,-7076.4988,-7568.9944,10361.7813,4743.663,13501.040,0.000,0.000,9376.002,0.000
22.962000,-4002.255,2601.994,-6285.5468,-8147.6888,10290.4291,4773.722,13628.943,0.000,0.000,9376.000,0.000
23.002000,-4156.655,2400.732,-5457.6415,-8650.2845,10228.0630,4800.135,13743.955,0.000,0.000,9376.000,-0.000
23.042000,-4295.613,2192.406,-4598.8304,-9076.3143,10174.9065,4822.752,13846.289,0.000,0.000,9376.003,0.000
23.082000,-4419.084,1977.696,-3714.8013,-9425.5087,10131.1382,4841.445,13936.134,0.000,0.000,9376.007,-0.000
23.122000,-4527.026,1757.234,-2810.9365,-9697.7302,10096.8973,4856.113,14013.650,0.000,0.000,9376.013,0.000
23.162000,-4619.388,1531.610,-1892.3717,-9892.9222,10072.2877,4866.680,14078.967,0.000,0.000,9376.022,0.000
23.202000,-4696.105,1301.386,-964.0562,-10011.0702,10057.3819,4873.090,14132.184,0.000,0.000,9376.032,0.000
23.242000,-4757.095,1067.097,-30.8134,-10052.1753,10052.2225,4875.310,14173.367,0.000,0.000,9376.044,0.000
23.282000,-4802.256,829.264,902.5967,-10016.2384,10056.8242,4873.330,14202.545,0.000,0.000,9376.059,0.000
23.322000,-4831.461,588.404,1831.4159,-9903.2550,10071.1740,4867.158,14219.715,0.000,0.000,9376.075,0.000
23.362000,-4844.557,345.037,2750.8259,-9713.2198,10095.2306,4856.828,14224.835,0.000,0.000,9376.093,0.000
23.402000,-4841.366,99.696,3655.8864,-9446.1415,10128.9237,4842.392,14217.829,0.000,0.000,9376.113,0.000
23.442000,-4821.684,-147.064,4541.4740,-9102.0694,10172.1509,4823.927,14198.581,0.000,0.000,9376.135,0.000
23.482000,-4785.285,-394.655,5402.2218,-8681.1306,10224.7752,4801.531,14166.942,0.000,0.000,9376.159,0.000
23.522000,-4731.918,-642.445,6232.4609,-8183.5808,10286.6206,4775.331,14122.723,0.000,0.000,9376.185,0.000
23.562000,-4661.318,-889.750,7026.1654,-7609.8690,10357.4662,4745.476,14065.701,0.000,0.000,9376.213,0.000
23.602000,-4573.207,-1135.821,7776.9017,-6960.7187,10437.0401,4712.146,13995.615,0.000,0.000,9376.242,0.000
23.642000,-4467.304,-1379.835,8477.7864,-6237.2270,10525.0113,4675.548,13912.174,0.000,0.000,9376.273,0.000
23.682000,-4343.333,-1620.882,9121.4543,-5440.9825,10620.9801,4635.925,13815.055,0.000,0.000,9376.306,0.000
23.722000,-4201.036,-1857.958,9700.0438,-4574.2057,10724.4677,4593.551,13703.910,0.000,0.000,9376.341,0.000
23.762000,-4040.186,-2089.953,10205.2045,-3639.9102,10834.9040,4548.737,13578.368,0.000,0.000,9376.377,0.000
23.802000,-3860.610,-2315.643,10628.1343,-2642.0855,10951.6142,4501.834,13438.044,0.000,0.000,9376.415,0.000
23.842000,-3662.202,-2533.684,10959.6571,-1585.8992,11073.8051,4453.232,13282.549,0.000,0.000,9376.454,0.000
23.882000,-3444.952,-2742.612,11190.3500,-477.9129,11200.5506,4403.364,13111.500,0.000,0.000,9376.495,0.000
23.922000,-3208.976,-2940.836,11310.7324,673.6966,11330.7782,4352.705,12924.537,0.000,0.000,9376.538,0.000
23.962000,-2954.537,-3126.652,11311.5276,1858.9252,11463.2569,4301.772,12721.338,0.000,0.000,9376.581,0.000
24.002000,-2682.090,-3298.249,11184.0073,3065.7571,11596.5895,4251.123,12501.643,0.000,0.000,9376.627,0.000
24.042000,-2392.304,-3453.731,10920.4229,4280.0354,11729.2088,4201.354,12265.280,0.000,0.000,9376.673,0.000
24.082000,-2086.104,-3591.147,10514.5214,5485.4182,11859.3833,4153.091,12012.190,0.000,0.000,9376.721,0.000
24.122000,-1764.697,-3708.526,9962.1339,6663.4579,11985.2318,4106.985,11742.465,0.000,0.000,9376.770,-0.000
24.162000,-1429.599,-3803.932,9261.8070,7793.8398,12104.7514,4063.699,11456.378,0.000,0.000,9376.821,0.000
24.202000,-1082.647,-3875.515,8415.4330,8854.8135,12215.8599,4023.896,11154.423,0.000,0.000,9376.872,0.000
24.242000,-726.008,-3921.584,7428.8166,9823.8339,12316.4536,3988.221,10837.346,0.000,0.000,9376.925,-0.000
24.282000,-362.162,-3940.677,6312.1017,10678.4116,12404.4791,3957.284,10506.179,0.000,0.000,9376.979,-0.000
24.322000,6.125,-3931.634,5079.9775,11397.1379,12478.0176,3931.639,10162.267,0.000,0.000,9377.033,0.000
24.362000,375.853,-3893.665,3751.5912,11960.8184,12535.3745,3911.763,9807.287,0.000,0.000,9377.089,0.000
24.402000,743.856,-3826.405,2350.1186,12353.6143,12575.1677,3898.038,9443.255,0.000,0.000,9377.145,0.000
24.442000,1106.885,-3729.962,901.9846,12564.0709,12596.4064,3890.734,9072.528,0.000,0.000,9377.202,-0.000
24.482000,1461.705,-3604.927,-564.2256,12585.9101,12598.5509,3889.998,8697.787,0.000,0.000,9377.260,0.000
24.522000,1805.189,-3452.374,-2019.0722,12418.4803,12581.5462,3895.843,8322.020,0.000,0.000,9377.319,0.000
24.562000,2134.415,-3273.825,-3433.6561,12066.8036,12545.8258,3908.153,7948.487,0.000,0.000,9377.378,0.000
24.602000,2446.746,-3071.203,-4780.9572,11541.2134,12492.2840,3926.685,7580.684,0.000,0.000,9377.437,0.000
24.642000,2739.899,-2846.751,-6036.9816,10856.6314,12422.2217,3951.080,7222.306,0.000,0.000,9377.497,0.000
24.682000,3011.983,-2602.955,-7181.6168,10031.5825,12337.2714,3980.881,6877.203,0.000,0.000,9377.558,0.000
24.722000,3261.523,-2342.456,-8199.1407,9087.0675,12239.3098,4015.549,6549.330,0.000,0.000,9377.619,0.000
24.762000,3487.462,-2067.961,-9078.3837,8045.4189,12130.3675,4054.485,6242.687,0.000,0.000,9377.680,0.000
24.802000,3689.133,-1782.167,-9812.5830,6929.2442,12012.5439,4097.050,5961.241,0.000,0.000,9377.742,0.000
24.842000,3866.234,-1487.698,-10398.9991,5760.5322,11887.9314,4142.584,5708.822,0.000,0.000,9377.803,0.000
24.882000,4018.777,-1187.045,-10838.3739,4559.9635,11758.5550,4190.423,5488.980,0.000,0.000,9377.865,0.000
24.922000,4147.044,-882.536,-11134.3091,3346.4328,11626.3258,4239.911,5304.809,0.000,-0.000,9377.926,0.000
24.962000,4251.534,-576.307,-11292.6309,2136.7692,11493.0107,4290.416,5158.746,0.000,-0.000,9377.988,0.000
25.002000,4332.913,-270.290,-11320.7888,945.6239,11360.2141,4341.336,5052.371,0.000,-0.000,9378.049,-0.000
25.042000,4391.972,33.790,-11227.3222,-214.5104,11229.3713,4392.102,4986.253,0.000,-0.000,9378.111,0.000
25.082000,4429.585,334.407,-11021.4092,-1333.1870,11101.7497,4442.190,4959.873,0.000,-0.000,9378.172,0.000
25.122000,4446.674,630.228,-10712.5027,-2401.8307,10978.4564,4491.113,4971.665,0.000,-0.000,9378.232,0.000
25.162000,4444.185,920.095,-10310.0516,-3413.5302,10860.4490,4538.431,5019.163,0.000,-0.000,9378.293,0.000
25.202000,4423.061,1203.010,-9823.2954,-4362.8175,10748.5492,4583.743,5099.230,0.000,-0.000,9378.353,0.000
25.242000,4384.226,1478.115,-9261.1243,-5245.4505,10643.4569,4626.690,5208.331,0.000,-0.000,9378.412,0.000
25.282000,4328.574,1744.678,-8631.9913,-6058.2071,10545.7644,4666.953,5342.786,0.000,-0.000,9378.471,0.000
25.322000,4256.955,2002.070,-7943.8667,-6798.6976,10455.9700,4704.248,5498.982,0.000,-0.000,9378.529,0.000
25.362000,4170.176,2249.751,-7204.2244,-7465.1986,10374.4898,4738.328,5673.528,0.000,-0.000,9378.586,-0.000
25.402000,4068.991,2487.254,-6420.0522,-8056.5082,10301.6695,4768.975,5863.347,0.000,-0.000,9378.643,-0.000
25.442000,3954.105,2714.170,-5597.8800,-8571.8232,10237.7934,4796.006,6065.718,0.000,-0.000,9378.699,0.000
25.482000,3826.172,2930.136,-4743.8204,-9010.6356,10183.0931,4819.262,6278.285,0.000,-0.000,9378.754,0.000
25.522000,3685.799,3134.818,-3863.6169,-9372.6477,10137.7542,4838.615,6499.034,0.000,-0.000,9378.808,0.000
25.562000,3533.545,3327.907,-2962.6987,-9657.7039,10101.9220,4853.958,6726.268,0.000,-0.000,9378.861,0.000
25.602000,3369.934,3509.105,-2046.2384,-9865.7368,10075.7062,4865.211,6958.566,0.000,-0.000,9378.913,0.000
25.642000,3195.451,3678.116,-1119.2120,-9996.7270,10059.1841,4872.314,7194.746,0.000,-0.000,9378.964,0.000
25.682000,3010.552,3834.641,-186.4595,-10050.6740,10052.4034,4875.232,7433.827,0.000,-0.000,9379.014,0.000
25.722000,2815.670,3978.365,747.2526,-10027.5794,10055.3833,4873.950,7674.993,0.000,-0.000,9379.062,0.000
25.762000,2611.222,4108.960,1677.1704,-9927.4391,10068.1154,4868.473,7917.566,0.000,-0.000,9379.109,-0.000
25.802000,2397.616,4226.071,2598.4897,-9750.2470,10090.5632,4858.831,8160.978,0.000,-0.000,9379.155,0.000
25.842000,2175.261,4329.315,3506.2948,-9496.0079,10122.6612,4845.072,8404.743,0.000,-0.000,9379.200,0.000
25.882000,1944.571,4418.278,4395.4969,-9164.7618,10164.3126,4827.270,8648.441,0.000,-0.000,9379.243,0.000
25.922000,1705.981,4492.511,5260.7737,-8756.6194,10215.3866,4805.520,8891.695,0.000,-0.000,9379.285,0.000
25.962000,1459.954,4551.525,6096.5104,-8271.8108,10275.7138,4779.942,9134.157,0.000,-0.000,9379.325,0.000
26.002000,1206.989,4594.798,6896.7441,-7710.7475,10345.0812,4750.683,9375.493,0.000,-0.000,9379.363,-0.000
26.042000,947.640,4621.765,7655.1121,-7074.1007,10423.2260,4717.916,9615.367,0.000,-0.000,9379.400,0.000
26.082000,682.524,4631.829,8364.8081,-6362.8974,10509.8276,4681.846,9853.432,0.000,-0.000,9379.435,0.000
26.122000,412.334,4624.361,9018.5485,-5578.6352,10604.4984,4642.708,10089.312,0.000,-0.000,9379.469,0.000
26.162000,137.857,4598.704,9608.5543,-4723.4187,10706.7736,4600.770,10322.599,0.000,-0.000,9379.501,0.000
26.202000,-140.014,4554.186,10126.5546,-3800.1172,10816.0990,4556.338,10552.836,0.000,-0.000,9379.531,0.000
26.242000,-420.265,4490.131,10563.8179,-2812.5440,10931.8184,4509.756,10779.510,0.000,-0.000,9379.560,0.000
